Longitude,Latitude,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
-116.06677768335013,35.425344229677506,214.0,127,34,8517.0,412.0,39.0,373.0,115.0,287.0,333.0,99.0,157.0,20.0,2.0,39.0,58.0,10.0,49.0,51.0
-122.43174545195981,41.35866505265206,67.0,121,37,6812.0,257.0,-65.0,323.0,-19.0,169.0,169.0,-19.0,1058.0,208.0,7.0,78.0,596.0,30.0,30.0,596.0
-120.19578817794833,35.25343831633955,129.0,121,45,4850.0,275.0,9.0,266.0,67.0,191.0,198.0,65.0,407.0,91.0,0.0,96.0,257.0,1.0,2.0,256.0
-118.04119471441838,36.54063336923395,160.0,117,33,8117.0,352.0,3.0,349.0,66.0,231.0,278.0,55.0,158.0,32.0,2.0,78.0,91.0,9.0,12.0,88.0
-118.75700366216985,36.9307195707379,73.0,119,36,7056.0,254.0,-68.0,323.0,-8.0,177.0,177.0,-15.0,634.0,127.0,5.0,83.0,366.0,17.0,17.0,349.0
-120.95511538687298,36.85596309800259,151.0,126,45,5005.0,306.0,27.0,279.0,90.0,214.0,219.0,81.0,252.0,50.0,1.0,83.0,139.0,3.0,3.0,137.0
-118.19031628171693,34.77092371728275,173.0,128,40,6552.0,347.0,31.0,316.0,97.0,223.0,268.0,89.0,177.0,36.0,1.0,86.0,104.0,5.0,10.0,98.0
-123.63067749068034,40.885670155957506,108.0,99,40,4998.0,252.0,8.0,244.0,45.0,173.0,182.0,45.0,1451.0,299.0,3.0,88.0,875.0,21.0,25.0,875.0
-123.34633078260129,40.56038224389043,86.0,111,40,5563.0,248.0,-25.0,274.0,15.0,159.0,168.0,15.0,1398.0,257.0,4.0,78.0,760.0,28.0,36.0,760.0
-118.11180068356946,36.26286391265814,43.0,119,36,7183.0,224.0,-101.0,326.0,-40.0,136.0,148.0,-48.0,319.0,62.0,3.0,80.0,181.0,16.0,21.0,175.0
-116.55348361296652,34.63132648227078,162.0,132,38,7397.0,350.0,4.0,346.0,64.0,222.0,268.0,64.0,164.0,25.0,1.0,55.0,74.0,5.0,41.0,74.0
-116.44674971806194,36.217511378918736,206.0,121,32,8846.0,405.0,29.0,376.0,103.0,283.0,329.0,86.0,103.0,18.0,1.0,64.0,54.0,6.0,19.0,50.0
-123.60050607277468,41.222724423517576,103.0,100,40,5135.0,251.0,2.0,249.0,39.0,170.0,180.0,39.0,1479.0,265.0,5.0,76.0,787.0,33.0,42.0,787.0
-119.91210227489049,36.808121244507625,189.0,129,41,6274.0,366.0,52.0,315.0,118.0,280.0,280.0,108.0,287.0,53.0,0.0,83.0,155.0,0.0,0.0,153.0
-120.60338853732135,35.856370855458906,150.0,125,45,4958.0,302.0,26.0,275.0,93.0,213.0,220.0,83.0,357.0,72.0,1.0,92.0,215.0,3.0,3.0,202.0
-120.34439095544914,34.46157932146004,154.0,67,45,2760.0,235.0,86.0,149.0,121.0,185.0,193.0,119.0,378.0,84.0,0.0,97.0,249.0,1.0,2.0,217.0
-124.20756496979097,40.538054732814956,128.0,60,40,3132.0,213.0,65.0,148.0,89.0,166.0,174.0,89.0,1428.0,260.0,3.0,78.0,778.0,23.0,32.0,778.0
-114.8048889264953,33.584854828677564,246.0,131,37,7591.0,430.0,83.0,347.0,352.0,308.0,352.0,144.0,93.0,17.0,1.0,58.0,41.0,3.0,41.0,29.0
-116.82726246893058,35.50329694920857,171.0,125,34,8112.0,365.0,6.0,359.0,76.0,240.0,286.0,63.0,131.0,24.0,1.0,67.0,72.0,6.0,34.0,58.0
-121.2551087686169,36.82745600112214,148.0,116,46,4368.0,286.0,35.0,250.0,97.0,203.0,207.0,87.0,374.0,70.0,1.0,85.0,206.0,4.0,5.0,195.0
-123.00090988659923,41.98976132524664,70.0,114,39,5976.0,243.0,-47.0,290.0,-5.0,151.0,160.0,-5.0,733.0,126.0,10.0,65.0,370.0,43.0,44.0,370.0
-118.32307071773667,33.337797789905174,173.0,57,42,2709.0,247.0,111.0,135.0,141.0,212.0,212.0,141.0,255.0,55.0,1.0,95.0,161.0,3.0,3.0,161.0
-116.13232219092374,35.43065884568248,233.0,127,33,8636.0,433.0,57.0,376.0,133.0,307.0,353.0,116.0,111.0,15.0,1.0,43.0,43.0,6.0,33.0,39.0
-121.67513851966089,37.93504717952801,163.0,113,44,4652.0,304.0,50.0,254.0,97.0,225.0,225.0,97.0,351.0,75.0,1.0,89.0,213.0,3.0,3.0,213.0
-114.89025239188445,33.55927224453152,246.0,132,37,7549.0,431.0,84.0,347.0,220.0,308.0,352.0,145.0,87.0,13.0,0.0,57.0,34.0,1.0,32.0,34.0
-118.02143932453197,36.70065017239918,137.0,116,33,8053.0,327.0,-19.0,347.0,43.0,245.0,253.0,32.0,239.0,46.0,5.0,72.0,136.0,18.0,21.0,125.0
-123.75811032739887,39.655405011790016,143.0,78,40,3926.0,253.0,62.0,191.0,93.0,193.0,200.0,93.0,1390.0,254.0,2.0,80.0,739.0,16.0,29.0,739.0
-116.27170961092963,34.49501336206383,184.0,133,38,7488.0,373.0,24.0,348.0,85.0,245.0,291.0,85.0,128.0,18.0,1.0,49.0,53.0,4.0,37.0,53.0
-115.8896640634213,34.23973253623371,216.0,133,37,7568.0,406.0,55.0,350.0,191.0,278.0,324.0,116.0,71.0,10.0,0.0,52.0,28.0,1.0,27.0,28.0
-117.56093755302527,34.98237622011416,182.0,129,37,7354.0,369.0,28.0,340.0,96.0,240.0,287.0,85.0,111.0,21.0,1.0,74.0,62.0,4.0,13.0,56.0
-119.39091422697888,36.416255319937626,196.0,128,39,6647.0,377.0,55.0,322.0,118.0,294.0,294.0,111.0,292.0,57.0,0.0,84.0,158.0,0.0,0.0,157.0
-119.20486290226287,34.41783766759208,167.0,104,43,4703.0,299.0,59.0,239.0,113.0,229.0,236.0,108.0,489.0,106.0,0.0,95.0,315.0,2.0,2.0,269.0
-116.37053001990297,33.23521140500804,212.0,132,42,6127.0,381.0,71.0,310.0,133.0,253.0,302.0,133.0,188.0,35.0,1.0,70.0,98.0,6.0,25.0,98.0
-118.71336589322479,34.25150988842546,178.0,107,43,4872.0,313.0,66.0,247.0,122.0,239.0,249.0,116.0,382.0,81.0,0.0,93.0,240.0,1.0,4.0,205.0
-120.11905115644322,41.556378405837286,101.0,114,32,8117.0,310.0,-45.0,356.0,-2.0,225.0,225.0,-2.0,327.0,45.0,6.0,46.0,134.0,23.0,23.0,134.0
-115.26083154133944,33.886753887386675,237.0,132,37,7591.0,424.0,75.0,348.0,169.0,299.0,344.0,136.0,75.0,12.0,1.0,55.0,31.0,3.0,29.0,31.0
-121.48934811100688,37.09150255864055,129.0,108,46,4025.0,256.0,24.0,232.0,76.0,178.0,182.0,71.0,469.0,96.0,1.0,90.0,274.0,4.0,5.0,272.0
-120.73952191985296,35.24800193809075,153.0,95,46,3638.0,263.0,60.0,203.0,104.0,199.0,205.0,104.0,548.0,123.0,0.0,96.0,352.0,1.0,2.0,352.0
-121.16551873490369,37.51582891003353,169.0,121,44,4994.0,321.0,49.0,272.0,108.0,233.0,237.0,100.0,303.0,58.0,1.0,84.0,163.0,4.0,5.0,163.0
-115.15674086830448,33.049974312996135,245.0,135,39,7227.0,429.0,87.0,341.0,348.0,301.0,348.0,149.0,66.0,10.0,0.0,59.0,26.0,0.0,26.0,24.0
-120.25789808272675,36.51467972699216,182.0,133,43,5843.0,354.0,46.0,308.0,104.0,265.0,265.0,104.0,204.0,41.0,0.0,86.0,117.0,0.0,0.0,117.0
-121.2670902495771,41.43389080711194,95.0,119,34,7548.0,298.0,-44.0,343.0,3.0,210.0,210.0,0.0,440.0,60.0,6.0,48.0,176.0,27.0,27.0,176.0
-120.28645965304636,40.27764230710224,115.0,121,33,8029.0,321.0,-38.0,360.0,12.0,235.0,235.0,12.0,292.0,50.0,6.0,57.0,146.0,19.0,19.0,146.0
-118.88000388658187,37.143893933288766,43.0,120,37,6882.0,223.0,-97.0,320.0,-35.0,145.0,145.0,-42.0,695.0,128.0,7.0,76.0,378.0,23.0,23.0,349.0
-121.28126129423191,37.55419040614874,164.0,119,44,4820.0,312.0,46.0,265.0,96.0,225.0,229.0,96.0,282.0,55.0,1.0,84.0,157.0,4.0,5.0,157.0
-122.79941830060712,41.840161751295746,112.0,117,37,6508.0,295.0,-13.0,308.0,30.0,206.0,210.0,30.0,467.0,82.0,7.0,65.0,238.0,31.0,31.0,238.0
-122.94494925877171,38.12890631116747,145.0,70,43,3074.0,232.0,71.0,161.0,101.0,184.0,186.0,101.0,1013.0,210.0,1.0,88.0,596.0,9.0,9.0,596.0
-119.55775506197588,36.5500336649096,193.0,129,40,6525.0,374.0,53.0,320.0,120.0,289.0,289.0,110.0,289.0,56.0,0.0,84.0,158.0,0.0,0.0,156.0
-122.18329953664087,41.48714298370392,52.0,121,37,6896.0,245.0,-81.0,326.0,-34.0,156.0,156.0,-34.0,844.0,136.0,11.0,60.0,396.0,40.0,40.0,396.0
-123.94190585207812,40.059083972399456,123.0,77,41,3871.0,233.0,44.0,188.0,74.0,172.0,180.0,74.0,1846.0,361.0,2.0,84.0,1058.0,19.0,34.0,1058.0
-118.16529346887947,37.194700685873286,105.0,116,33,8024.0,296.0,-51.0,347.0,12.0,138.0,222.0,1.0,290.0,44.0,11.0,46.0,132.0,39.0,47.0,122.0
-120.11704250095218,39.81177650569055,95.0,122,34,7815.0,297.0,-58.0,355.0,-5.0,211.0,211.0,-5.0,382.0,65.0,9.0,57.0,185.0,29.0,29.0,185.0
-115.76024628984271,33.160592243056826,244.0,136,40,6842.0,425.0,93.0,332.0,154.0,294.0,343.0,154.0,65.0,11.0,0.0,59.0,31.0,1.0,19.0,31.0
